Order ID,Order Date,Customer ID,Product ID,Quantity,Year,Month,Day_of_Month,City,Country,Customer_has_Email,Customer_has_Phone,Customer_has_loyal_card,Coffee Type,Roast Type,Total_Sale_Value,Total_Profit_Value,Total_Sale_Weight
SBI-60013-494,2021-11-12,55232-81621-BX,E-M-0.2,2,2021,11,12,Garland,United States,1,1,0,Exc,M,8.25,0.91,0.4
QRA-73277-814,2021-07-20,80310-92912-JA,A-L-0.5,4,2021,7,20,Minneapolis,United States,1,1,0,Ara,L,31.08,2.8,2.0
EQE-31648-909,2019-01-18,19821-05175-WZ,E-D-0.5,5,2019,1,18,Lansing,United States,1,1,1,Exc,D,36.45,4.01,2.5
QOO-24615-950,2019-08-07,01338-83217-GV,R-M-2.5,3,2019,8,7,Grand Forks,United States,1,1,0,Rob,M,68.66,4.12,7.5
WDV-73864-037,2022-03-13,66044-25298-TA,L-M-0.5,5,2022,3,13,Anchorage,United States,1,0,1,Lib,M,43.65,5.67,2.5
PKR-88575-066,2022-05-17,28728-47861-TZ,E-L-0.2,1,2022,5,17,Oklahoma City,United States,1,1,1,Exc,L,4.46,0.49,0.2
BWR-85735-955,2019-12-14,32638-38620-AX,L-M-1,3,2019,12,14,Tulsa,United States,1,1,1,Lib,M,43.65,5.67,3.0
YFX-64795-136,2020-01-15,83163-65741-IH,L-M-2.5,1,2020,1,15,Detroit,United States,1,1,1,Lib,M,33.46,4.35,2.5
DDO-71442-967,2019-04-12,89422-58281-FD,L-D-0.2,5,2019,4,12,Washington,United States,1,1,1,Lib,D,19.42,2.53,1.0
ILQ-11027-588,2020-03-29,76293-30918-DQ,E-D-1,6,2020,3,29,Nenagh,Ireland,1,1,1,Exc,D,72.9,8.02,6.0
KRZ-13868-122,2022-03-24,86779-84838-EJ,E-L-1,3,2022,3,24,Mesa,United States,0,1,0,Exc,L,44.55,4.9,3.0
VRM-93594-914,2021-07-21,66806-41795-MX,E-D-0.5,5,2021,7,21,Warren,United States,1,1,0,Exc,D,36.45,4.01,2.5
HXL-22497-359,2019-08-06,64875-71224-UI,A-L-1,3,2019,8,6,Memphis,United States,1,1,0,Ara,L,38.85,3.5,3.0
NOP-21394-646,2021-05-23,16982-35708-BZ,E-L-0.5,6,2021,5,23,Washington,United States,1,0,0,Exc,L,53.46,5.88,3.0
NOP-21394-646,2021-05-23,16982-35708-BZ,L-D-2.5,2,2021,5,23,Washington,United States,1,0,0,Lib,D,59.57,7.74,5.0
NOP-21394-646,2021-05-23,16982-35708-BZ,L-D-2.5,3,2021,5,23,Washington,United States,1,0,0,Lib,D,89.35,11.62,7.5
NOP-21394-646,2021-05-23,16982-35708-BZ,L-L-0.5,4,2021,5,23,Washington,United States,1,0,0,Lib,L,38.04,4.95,2.0
NOP-21394-646,2021-05-23,16982-35708-BZ,E-M-1,3,2021,5,23,Washington,United States,1,0,0,Exc,M,41.25,4.54,3.0
FTV-77095-168,2021-04-08,66708-26678-QK,L-L-0.5,6,2021,4,8,Ogden,United States,0,1,0,Lib,L,57.06,7.42,3.0
BOR-02906-411,2021-10-17,08743-09057-OO,L-D-2.5,6,2021,10,17,Albany,United States,1,1,1,Lib,D,178.71,23.23,15.0
WMP-68847-770,2022-02-16,37490-01572-JW,L-L-0.2,1,2022,2,16,Spartanburg,United States,1,1,0,Lib,L,4.76,0.62,0.2
TMO-22785-872,2020-07-15,01811-60350-CU,E-M-1,6,2020,7,15,Staten Island,United States,0,1,0,Exc,M,82.5,9.07,6.0
TJG-73587-353,2020-02-22,24766-58139-GT,R-D-0.2,3,2020,2,22,Washington,United States,0,1,1,Rob,D,8.06,0.48,0.6
OOU-61343-455,2021-01-15,90123-70970-NY,A-M-1,2,2021,1,15,Charlotte,United States,1,0,0,Ara,M,22.5,2.02,2.0
RMA-08327-369,2021-01-11,93809-05424-MG,A-M-0.5,6,2021,1,11,Lubbock,United States,1,1,1,Ara,M,40.5,3.64,3.0
SFB-97929-779,2022-04-08,85425-33494-HQ,E-D-0.5,4,2022,4,8,Fermoy,Ireland,1,1,1,Exc,D,29.16,3.21,2.0
AUP-10128-606,2020-10-01,54387-64897-XC,A-M-0.5,1,2020,10,1,Whitwell,United Kingdom,1,1,0,Ara,M,6.75,0.61,0.5
YTW-40242-005,2019-10-28,01035-70465-UO,L-D-1,4,2019,10,28,Charlottesville,United States,1,1,1,Lib,D,51.8,6.73,4.0
PRP-53390-819,2021-03-28,84260-39432-ML,E-L-0.5,6,2021,3,28,New York City,United States,1,0,0,Exc,L,53.46,5.88,3.0
GSJ-01065-125,2020-03-31,69779-40609-RS,E-D-0.2,4,2020,3,31,Roanoke,United States,1,1,1,Exc,D,14.58,1.6,0.8
YQU-65147-580,2022-03-26,80247-70000-HT,R-D-2.5,1,2022,3,26,New York City,United States,1,1,0,Rob,D,20.58,1.24,2.5
QPM-95832-683,2019-11-06,35058-04550-VC,L-L-1,2,2019,11,6,Balally,Ireland,1,1,0,Lib,L,31.7,4.12,2.0
BNQ-88920-567,2019-12-30,27226-53717-SY,L-D-0.2,6,2019,12,30,Salt Lake City,United States,1,1,0,Lib,D,23.31,3.03,1.2
PUX-47906-110,2021-10-01,02002-98725-CH,L-M-1,4,2021,10,1,Toledo,United States,1,1,1,Lib,M,58.2,7.57,4.0
COL-72079-610,2020-12-09,38487-01549-MV,E-L-0.5,4,2020,12,9,Pasadena,United States,1,1,0,Exc,L,35.64,3.92,2.0
LBC-45686-819,2021-05-01,98573-41811-EQ,A-M-1,5,2021,5,1,Kinsale,Ireland,1,1,1,Ara,M,56.25,5.06,5.0
BLQ-03709-265,2022-08-04,72463-75685-MV,R-L-0.2,3,2022,8,4,Lees Summit,United States,1,1,0,Rob,L,10.76,0.65,0.6
BLQ-03709-265,2022-08-04,72463-75685-MV,R-M-0.2,5,2022,8,4,Lees Summit,United States,1,1,0,Rob,M,14.92,0.9,1.0
VFZ-91673-181,2021-11-13,10225-91535-AI,A-L-1,6,2021,11,13,Irvine,United States,1,1,1,Ara,L,77.7,6.99,6.0
WKD-81956-870,2020-09-16,48090-06534-HI,L-D-0.5,3,2020,9,16,Hicksville,United States,1,1,0,Lib,D,23.31,3.03,1.5
TNI-91067-006,2020-10-05,80444-58185-FX,E-L-1,4,2020,10,5,Washington,United States,0,1,1,Exc,L,59.4,6.53,4.0
IZA-61469-812,2020-01-06,13561-92774-WP,L-D-2.5,4,2020,1,6,New York City,United States,1,1,1,Lib,D,119.14,15.49,10.0
PSS-22466-862,2021-05-21,11550-78378-GE,R-L-0.2,4,2021,5,21,Newmarket on Fergus,Ireland,1,1,0,Rob,L,14.34,0.86,0.8
REH-56504-397,2020-02-26,90961-35603-RP,A-M-2.5,5,2020,2,26,Shawnee Mission,United States,1,1,0,Ara,M,129.37,11.64,12.5
ALA-62598-016,2020-02-19,57145-03803-ZL,R-D-0.2,6,2020,2,19,Edinburgh,United Kingdom,1,1,1,Rob,D,16.11,0.97,1.2
EYE-70374-835,2021-06-29,89115-11966-VF,R-L-0.2,5,2021,6,29,Sacramento,United States,1,1,0,Rob,L,17.92,1.08,1.0
CCZ-19589-212,2021-03-27,05754-41702-FG,L-M-0.2,2,2021,3,27,Wilkes Barre,United States,1,1,0,Lib,M,8.73,1.13,0.4
BPT-83989-157,2021-10-27,84269-49816-ML,A-M-2.5,2,2021,10,27,Greensboro,United States,1,1,0,Ara,M,51.75,4.66,5.0
YFH-87456-208,2019-06-12,23600-98432-ME,L-M-0.2,2,2019,6,12,Newark,United States,0,1,1,Lib,M,8.73,1.13,0.4
JLN-14700-924,2020-06-28,79058-02767-CP,L-L-0.2,5,2020,6,28,Kinloch,United Kingdom,1,1,0,Lib,L,23.78,3.09,1.0
JVW-22582-137,2021-03-23,89208-74646-UK,E-M-0.2,5,2021,3,23,Honolulu,United States,1,1,0,Exc,M,20.62,2.27,1.0
LAA-41879-001,2022-02-10,11408-81032-UR,L-L-2.5,1,2022,2,10,New York City,United States,1,1,0,Lib,L,36.46,4.74,2.5
BRV-64870-915,2019-04-16,32070-55528-UG,L-L-2.5,5,2019,4,16,Ballinroad,Ireland,0,0,0,Lib,L,182.27,23.7,12.5
RGJ-12544-083,2020-02-12,48873-84433-PN,L-D-2.5,3,2020,2,12,D煤n Laoghaire,Ireland,1,1,0,Lib,D,89.35,11.62,7.5
JJX-83339-346,2022-01-02,32928-18158-OW,R-L-0.2,1,2022,1,2,Cincinnati,United States,0,1,1,Rob,L,3.58,0.22,0.2
BIU-21970-705,2020-12-07,89711-56688-GG,R-M-2.5,2,2020,12,7,Midland,United States,1,1,1,Rob,M,45.77,2.75,5.0
ELJ-87741-745,2020-02-20,48389-71976-JB,E-L-1,4,2020,2,20,Cheyenne,United States,1,1,0,Exc,L,59.4,6.53,4.0
SGI-48226-857,2020-06-11,84033-80762-EQ,A-M-2.5,6,2020,6,11,Atlanta,United States,0,0,1,Ara,M,155.25,13.97,15.0
AHV-66988-037,2020-09-08,12743-00952-KO,R-M-2.5,2,2020,9,8,Duluth,United States,0,1,0,Rob,M,45.77,2.75,5.0
ISK-42066-094,2020-03-28,41505-42181-EF,E-D-1,3,2020,3,28,Sacramento,United States,1,1,1,Exc,D,36.45,4.01,3.0
FTC-35822-530,2020-10-10,14307-87663-KB,E-D-0.5,4,2020,10,10,Tampa,United States,1,1,1,Exc,D,29.16,3.21,2.0
VSS-56247-688,2022-05-21,08360-19442-GB,L-M-2.5,4,2022,5,21,Honolulu,United States,1,1,0,Lib,M,133.86,17.4,10.0
HVW-25584-144,2020-04-30,93405-51204-UW,L-L-0.2,5,2020,4,30,Baton Rouge,United States,1,1,1,Lib,L,23.78,3.09,1.0
MUY-15309-209,2021-12-12,97152-03355-IW,L-D-1,3,2021,12,12,Newbiggin,United Kingdom,1,1,0,Lib,D,38.85,5.05,3.0
VAJ-44572-469,2020-10-27,79216-73157-TE,R-L-0.2,6,2020,10,27,Kilkenny,Ireland,0,1,1,Rob,L,21.51,1.29,1.2
YJU-84377-606,2020-07-07,20259-47723-AC,A-D-1,1,2020,7,7,Minneapolis,United States,1,1,1,Ara,D,9.95,0.9,1.0
VNC-93921-469,2020-01-31,04666-71569-RI,L-L-1,1,2020,1,31,Milwaukee,United States,1,1,1,Lib,L,15.85,2.06,1.0
OGB-91614-810,2020-02-18,08909-77713-CG,R-M-0.2,1,2020,2,18,Charlotte,United States,1,1,1,Rob,M,2.98,0.18,0.2
BQI-61647-496,2021-06-13,84340-73931-VV,E-M-1,5,2021,6,13,Phoenix,United States,1,1,1,Exc,M,68.75,7.56,5.0
IOM-51636-823,2022-08-06,04609-95151-XH,A-D-1,3,2022,8,6,Jamaica,United States,0,1,0,Ara,D,29.85,2.69,3.0
GGD-38107-641,2021-11-23,99562-88650-YF,L-M-1,4,2021,11,23,Champaign,United States,1,1,0,Lib,M,58.2,7.57,4.0
LTO-95975-728,2021-10-13,46560-73885-PJ,R-L-0.5,4,2021,10,13,Swindon,United Kingdom,1,0,0,Rob,L,28.68,1.72,2.0
IGM-84664-265,2021-08-31,80179-44620-WN,R-L-0.5,3,2021,8,31,Tucson,United States,1,1,0,Rob,L,21.51,1.29,1.5
SKO-45740-621,2020-01-16,04666-71569-RI,L-M-0.5,2,2020,1,16,Milwaukee,United States,1,1,1,Lib,M,17.46,2.27,1.0
FOJ-02234-063,2022-04-25,59081-87231-VP,E-D-2.5,1,2022,4,25,Pompano Beach,United States,1,1,1,Exc,D,27.94,3.07,2.5
MSJ-11909-468,2021-11-13,07878-45872-CC,E-D-2.5,5,2021,11,13,Whittier,United States,1,1,0,Exc,D,139.72,15.37,12.5
DKB-78053-329,2021-06-08,12444-05174-OO,R-M-0.2,2,2021,6,8,Sheffield,United Kingdom,1,1,0,Rob,M,5.97,0.36,0.4
DFZ-45083-941,2020-11-21,34665-62561-AU,R-L-2.5,1,2020,11,21,Saint Louis,United States,1,0,1,Rob,L,27.48,1.65,2.5
OTA-40969-710,2019-03-14,77877-11993-QH,R-L-1,5,2019,3,14,Erie,United States,1,1,1,Rob,L,59.75,3.58,5.0
GRH-45571-667,2019-08-16,32291-18308-YZ,E-M-1,3,2019,8,16,Tacoma,United States,1,1,0,Exc,M,41.25,4.54,3.0
NXV-05302-067,2019-04-22,25754-33191-ZI,L-M-2.5,4,2019,4,22,Richmond,United States,0,1,0,Lib,M,133.86,17.4,10.0
VZH-86274-142,2022-05-02,53120-45532-KL,R-L-1,5,2022,5,2,Kinsealy-Drinan,Ireland,0,1,1,Rob,L,59.75,3.58,5.0
KIX-93248-135,2020-02-11,36605-83052-WB,A-D-0.5,1,2020,2,11,Little Rock,United States,1,1,1,Ara,D,5.97,0.54,0.5
AXR-10962-010,2021-03-28,53683-35977-KI,E-D-1,2,2021,3,28,Newton,United Kingdom,1,1,0,Exc,D,24.3,2.67,2.0
IHS-71573-008,2021-05-08,07972-83134-NM,E-D-0.2,6,2021,5,8,Sparks,United States,1,1,1,Exc,D,21.87,2.41,1.2
QTR-19001-114,2019-11-21,01035-70465-UO,A-D-1,2,2019,11,21,Charlottesville,United States,1,1,1,Ara,D,19.9,1.79,2.0
WBK-62297-910,2021-05-17,25514-23938-IQ,A-D-0.2,2,2021,5,17,Denton,United States,1,1,0,Ara,D,5.97,0.54,0.4
OGY-19377-175,2019-07-09,49084-44492-OJ,E-D-0.5,1,2019,7,9,Tullamore,Ireland,0,0,1,Exc,D,7.29,0.8,0.5
ESR-66651-814,2020-05-20,76624-72205-CK,A-D-0.2,4,2020,5,20,Raleigh,United States,1,1,1,Ara,D,11.94,1.07,0.8
CPX-46916-770,2021-08-27,12729-50170-JE,R-L-1,6,2021,8,27,Shankill,Ireland,1,1,1,Rob,L,71.7,4.3,6.0
MDC-03318-645,2022-04-30,43974-44760-QI,A-L-0.2,2,2022,4,30,New York City,United States,1,1,0,Ara,L,7.77,0.7,0.4
SFF-86059-407,2020-06-03,30585-48726-BK,A-M-2.5,1,2020,6,3,Stamford,United States,1,1,0,Ara,M,25.87,2.33,2.5
SCL-94540-788,2022-06-13,16123-07017-TY,E-L-2.5,6,2022,6,13,Toledo,United States,1,1,0,Exc,L,204.93,22.54,15.0
HVU-21634-076,2020-06-10,27723-45097-MH,R-L-2.5,4,2020,6,10,Castleblayney,Ireland,1,1,1,Rob,L,109.94,6.6,10.0
XUS-73326-418,2020-12-18,37078-56703-AF,E-L-1,6,2020,12,18,Columbia,United States,1,1,0,Exc,L,89.1,9.8,6.0
XWD-18933-006,2019-08-31,79420-11075-MY,A-L-0.2,2,2019,8,31,Fort Wayne,United States,1,1,1,Ara,L,7.77,0.7,0.4
HPD-65272-772,2019-02-25,57504-13456-UO,L-M-2.5,1,2019,2,25,Saint Louis,United States,1,1,1,Lib,M,33.46,4.35,2.5
JEG-93140-224,2021-02-07,53751-57560-CN,E-M-0.5,5,2021,2,7,Portland,United States,0,1,1,Exc,M,41.25,4.54,2.5
NNH-62058-950,2021-01-14,96112-42558-EA,E-L-1,4,2021,1,14,Boulder,United States,1,1,1,Exc,L,59.4,6.53,4.0
LTD-71429-845,2019-02-24,03157-23165-UB,A-L-0.5,1,2019,2,24,Norton,United Kingdom,1,1,0,Ara,L,7.77,0.7,0.5
MPV-26985-215,2019-06-23,51466-52850-AG,R-D-0.5,1,2019,6,23,Sheffield,United Kingdom,1,1,1,Rob,D,5.37,0.32,0.5
IYO-10245-081,2020-05-09,57145-31023-FK,E-M-2.5,3,2020,5,9,Louisville,United States,0,1,0,Exc,M,94.87,10.44,7.5
BYZ-39669-954,2020-07-18,66408-53777-VE,L-L-2.5,1,2020,7,18,Buffalo,United States,0,1,0,Lib,L,36.46,4.74,2.5
EFB-72860-209,2019-10-17,53035-99701-WG,A-M-0.2,4,2019,10,17,Canton,United States,1,0,1,Ara,M,13.5,1.21,0.8
GMM-72397-378,2022-05-16,45899-92796-EI,R-L-0.2,4,2022,5,16,Boston,United States,1,1,0,Rob,L,14.34,0.86,0.8
LYP-52345-883,2021-03-24,17649-28133-PY,E-M-0.5,1,2021,3,24,Kinlough,Ireland,0,1,1,Exc,M,8.25,0.91,0.5
DFK-35846-692,2019-11-03,49612-33852-CN,R-D-0.2,5,2019,11,3,Lynchburg,United States,0,0,1,Rob,D,13.42,0.81,1.0
XAH-93337-609,2021-10-28,66976-43829-YG,A-D-1,5,2021,10,28,Los Angeles,United States,1,1,0,Ara,D,49.75,4.48,5.0
QKA-72582-644,2020-12-16,64852-04619-XZ,E-M-0.5,2,2020,12,16,Drumcondra,Ireland,0,0,0,Exc,M,16.5,1.82,1.0
ZDK-84567-102,2021-11-29,58690-31815-VY,A-D-0.5,3,2021,11,29,Birmingham,United States,1,0,0,Ara,D,17.91,1.61,1.5
WAV-38301-984,2021-03-20,62863-81239-DT,A-D-0.5,5,2021,3,20,Alexandria,United States,1,1,0,Ara,D,29.85,2.69,2.5
KZR-33023-209,2022-04-08,21177-40725-CF,E-L-1,3,2022,4,8,Danbury,United States,0,1,0,Exc,L,44.55,4.9,3.0
ULM-49433-003,2020-08-14,99421-80253-UI,E-M-1,2,2020,8,14,Albany,United States,0,0,0,Exc,M,27.5,3.02,2.0
SIB-83254-136,2019-05-12,45315-50206-DK,R-M-0.5,6,2019,5,12,Naples,United States,1,1,1,Rob,M,35.82,2.15,3.0
NOK-50349-551,2021-03-03,09595-95726-OV,R-D-0.5,3,2021,3,3,Miami Beach,United States,1,1,1,Rob,D,16.11,0.97,1.5
YIS-96268-844,2020-02-11,60221-67036-TD,E-L-0.2,6,2020,2,11,Atlanta,United States,1,1,1,Exc,L,26.73,2.94,1.2
CXI-04933-855,2019-04-27,62923-29397-KX,E-L-2.5,6,2019,4,27,Corpus Christi,United States,1,1,1,Exc,L,204.93,22.54,15.0
IZU-90429-382,2022-03-26,33011-52383-BA,A-L-1,3,2022,3,26,Honolulu,United States,1,1,1,Ara,L,38.85,3.5,3.0
WIT-40912-783,2020-09-28,86768-91598-FA,L-D-0.2,4,2020,9,28,Austin,United States,1,1,1,Lib,D,15.54,2.02,0.8
PSD-57291-590,2019-10-24,37191-12203-MX,A-M-0.5,1,2019,10,24,Baltimore,United States,1,1,0,Ara,M,6.75,0.61,0.5
GOI-41472-677,2021-08-04,16545-76328-JY,E-D-2.5,4,2021,8,4,Lexington,United States,1,0,1,Exc,D,111.78,12.3,10.0
KTX-17944-494,2019-12-29,74330-29286-RO,A-L-0.2,1,2019,12,29,Charlotte,United States,1,1,1,Ara,L,3.88,0.35,0.2
RDM-99811-230,2019-11-27,22349-47389-GY,L-M-0.2,5,2019,11,27,Eaton,United Kingdom,1,1,0,Lib,M,21.83,2.84,1.0
JTU-55897-581,2020-02-29,70290-38099-GB,R-M-0.2,5,2020,2,29,Lincoln,United States,1,1,0,Rob,M,14.92,0.9,1.0
CRK-07584-240,2021-01-31,18741-72071-PP,A-M-1,3,2021,1,31,Cincinnati,United States,1,1,1,Ara,M,33.75,3.04,3.0
MKE-75518-399,2022-06-17,62588-82624-II,A-M-1,3,2022,6,17,Sheffield,United Kingdom,1,0,0,Ara,M,33.75,3.04,3.0
AEL-51169-725,2020-02-03,37430-29579-HD,L-M-0.2,6,2020,2,3,West Hartford,United States,1,1,1,Lib,M,26.19,3.4,1.2
ZGM-83108-823,2022-01-25,84132-22322-QT,E-L-1,1,2022,1,25,Listowel,Ireland,1,1,0,Exc,L,14.85,1.63,1.0
JBP-78754-392,2020-04-30,74330-29286-RO,E-M-2.5,6,2020,4,30,Charlotte,United States,1,1,1,Exc,M,189.75,20.87,15.0
RNH-54912-747,2021-05-01,37445-17791-NQ,R-M-0.5,1,2021,5,1,Alexandria,United States,1,1,1,Rob,M,5.97,0.36,0.5
JDS-33440-914,2021-10-28,58511-10548-ZU,R-M-1,3,2021,10,28,Belfast,United Kingdom,1,1,1,Rob,M,29.85,1.79,3.0
SYX-48878-182,2021-08-29,47725-34771-FJ,R-D-1,5,2021,8,29,Las Vegas,United States,0,1,0,Rob,D,44.75,2.68,5.0
ZGD-94763-868,2019-12-27,53086-67334-KT,E-L-2.5,1,2019,12,27,Des Moines,United States,1,1,1,Exc,L,34.15,3.76,2.5
CZY-70361-485,2019-06-25,83308-82257-UN,E-L-2.5,6,2019,6,25,Ballivor,Ireland,1,1,0,Exc,L,204.93,22.54,15.0
RJR-12175-899,2019-03-02,37274-08534-FM,E-D-0.5,3,2019,3,2,Akron,United States,1,1,0,Exc,D,21.87,2.41,1.5
ELB-07929-407,2022-01-02,54004-04664-AA,A-M-2.5,2,2022,1,2,West Palm Beach,United States,1,1,1,Ara,M,51.75,4.66,5.0
UJQ-54441-340,2019-07-30,26822-19510-SD,E-M-0.2,2,2019,7,30,Fresno,United States,1,0,1,Exc,M,8.25,0.91,0.4
UJQ-54441-340,2019-07-30,26822-19510-SD,A-L-0.2,5,2019,7,30,Fresno,United States,1,0,1,Ara,L,19.42,1.75,1.0
OWY-43108-475,2020-12-05,06432-73165-ML,A-M-0.2,6,2020,12,5,Sandyford,Ireland,1,1,1,Ara,M,20.25,1.82,1.2
GNO-91911-159,2020-12-17,96503-31833-CW,L-D-0.5,3,2020,12,17,Dublin,Ireland,1,1,0,Lib,D,23.31,3.03,1.5
CNY-06284-066,2021-06-26,63985-64148-MG,E-D-0.2,5,2021,6,26,Knoxville,United States,1,1,1,Exc,D,18.23,2.0,1.0
OQS-46321-904,2019-07-20,19597-91185-CM,E-M-1,1,2019,7,20,Shawnee Mission,United States,0,1,0,Exc,M,13.75,1.51,1.0
IBW-87442-480,2022-07-14,79814-23626-JR,A-L-2.5,1,2022,7,14,San Francisco,United States,1,1,1,Ara,L,29.78,2.68,2.5
DGZ-82537-477,2020-08-14,43439-94003-DW,R-D-1,5,2020,8,14,Birmingham,United States,0,1,0,Rob,D,44.75,2.68,5.0
LPS-39089-432,2019-04-24,97655-45555-LI,R-D-1,5,2019,4,24,Brooklyn,United States,1,1,1,Rob,D,44.75,2.68,5.0
MQU-86100-929,2019-06-04,64418-01720-VW,L-L-0.5,4,2019,6,4,El Paso,United States,0,1,1,Lib,L,38.04,4.95,2.0
XUR-14132-391,2022-08-08,96836-09258-RI,R-D-0.5,4,2022,8,8,Sacramento,United States,1,0,1,Rob,D,21.48,1.29,2.0
OVI-27064-381,2019-11-13,37274-08534-FM,R-D-0.5,3,2019,11,13,Akron,United States,1,1,0,Rob,D,16.11,0.97,1.5
SHP-17012-870,2020-06-07,69529-07533-CV,R-M-2.5,1,2020,6,7,Boynton Beach,United States,1,1,1,Rob,M,22.88,1.37,2.5
FDY-03414-903,2019-08-12,94840-49457-UD,A-D-0.5,3,2019,8,12,Los Angeles,United States,1,1,1,Ara,D,17.91,1.61,1.5
WXT-85291-143,2019-09-04,81414-81273-DK,R-M-0.5,4,2019,9,4,Baltimore,United States,1,1,1,Rob,M,23.88,1.43,2.0
QNP-18893-547,2019-10-04,76930-61689-CH,R-L-1,5,2019,10,4,Salt Lake City,United States,0,0,0,Rob,L,59.75,3.58,5.0
DOH-92927-530,2020-02-24,12839-56537-TQ,L-L-0.2,6,2020,2,24,Garland,United States,1,1,1,Lib,L,28.53,3.71,1.2
HGJ-82768-173,2021-08-26,62741-01322-HU,A-M-1,4,2021,8,26,Church End,United Kingdom,1,1,0,Ara,M,45.0,4.05,4.0
YPT-95383-088,2021-10-03,43439-94003-DW,E-D-2.5,2,2021,10,3,Birmingham,United States,0,1,0,Exc,D,55.89,6.15,5.0
OYH-16533-767,2020-06-13,44932-34838-RM,E-L-1,4,2020,6,13,New York City,United States,1,1,0,Exc,L,59.4,6.53,4.0
DWW-28642-549,2021-03-01,91181-19412-RQ,E-D-0.2,2,2021,3,1,Boston,United States,1,1,1,Exc,D,7.29,0.8,0.4
CGO-79583-871,2019-03-04,37182-54930-XC,E-D-0.5,1,2019,3,4,San Francisco,United States,1,1,1,Exc,D,7.29,0.8,0.5
TFY-52090-386,2019-10-13,08613-17327-XT,E-L-0.5,2,2019,10,13,Indianapolis,United States,1,1,0,Exc,L,17.82,1.96,1.0
TFY-52090-386,2019-10-13,08613-17327-XT,L-D-0.5,5,2019,10,13,Indianapolis,United States,1,1,0,Lib,D,38.85,5.05,2.5
NYY-73968-094,2019-08-15,70451-38048-AH,R-D-0.5,6,2019,8,15,Seattle,United States,1,0,0,Rob,D,32.22,1.93,3.0
QEY-71761-460,2021-11-29,35442-75769-PL,R-M-1,2,2021,11,29,Dunmanway,Ireland,0,1,1,Rob,M,19.9,1.19,2.0
GKQ-82603-910,2020-01-19,83737-56117-JE,R-L-1,5,2020,1,19,Montgomery,United States,1,1,0,Rob,L,59.75,3.58,5.0
IOB-32673-745,2021-05-28,07095-81281-NJ,A-L-0.5,3,2021,5,28,Dallas,United States,1,1,1,Ara,L,23.31,2.1,1.5
YAU-98893-150,2022-01-15,77043-48851-HG,L-M-1,3,2022,1,15,Topeka,United States,1,1,0,Lib,M,43.65,5.67,3.0
XNM-14163-951,2019-12-04,78224-60622-KH,E-L-2.5,6,2019,12,4,Tyler,United States,1,1,0,Exc,L,204.93,22.54,15.0
JPB-45297-000,2022-07-01,83105-86631-IU,R-L-0.2,4,2022,7,1,Los Angeles,United States,1,1,0,Rob,L,14.34,0.86,0.8
MOU-74341-266,2019-05-07,99358-65399-TC,A-D-0.5,4,2019,5,7,Shreveport,United States,1,1,0,Ara,D,23.88,2.15,2.0
DHJ-87461-571,2020-08-23,94525-76037-JP,A-M-1,2,2020,8,23,Boise,United States,1,1,0,Ara,M,22.5,2.02,2.0
DKM-97676-850,2020-06-02,43439-94003-DW,E-D-0.5,5,2020,6,2,Birmingham,United States,0,1,0,Exc,D,36.45,4.01,2.5
UEB-09112-118,2020-01-30,82718-93677-XO,A-M-0.5,4,2020,1,30,Montgomery,United States,0,1,1,Ara,M,27.0,2.43,2.0
ORZ-67699-748,2020-02-15,44708-78241-DF,A-M-2.5,6,2020,2,15,Fort Pierce,United States,1,0,0,Ara,M,155.25,13.97,15.0
JXP-28398-485,2021-06-11,23039-93032-FN,A-D-2.5,5,2021,6,11,Greensboro,United States,1,1,1,Ara,D,114.42,10.3,12.5
WWH-92259-198,2022-03-11,35256-12529-FT,L-D-1,4,2022,3,11,Sacramento,United States,1,1,1,Lib,D,51.8,6.73,4.0
FLR-82914-153,2021-09-09,86100-33488-WP,A-M-2.5,6,2021,9,9,Round Rock,United States,0,1,0,Ara,M,155.25,13.97,15.0
AMB-93600-000,2019-05-14,64435-53100-WM,A-L-2.5,1,2019,5,14,Reston,United States,1,1,0,Ara,L,29.78,2.68,2.5
FEP-36895-658,2019-04-08,44699-43836-UH,R-L-0.2,6,2019,4,8,Charlton,United Kingdom,1,1,0,Rob,L,21.51,1.29,1.2
RXW-91413-276,2020-08-15,29588-35679-RG,R-D-2.5,2,2020,8,15,Columbia,United States,1,1,0,Rob,D,41.17,2.47,5.0
RXW-91413-276,2020-08-15,29588-35679-RG,R-M-0.5,1,2020,8,15,Columbia,United States,1,1,0,Rob,M,5.97,0.36,0.5
SDB-77492-188,2022-05-05,64815-54078-HH,E-L-1,5,2022,5,5,Phoenix,United States,1,1,1,Exc,L,74.25,8.17,5.0
RZN-65182-395,2021-03-27,59572-41990-XY,L-M-1,6,2021,3,27,Miami,United States,1,0,0,Lib,M,87.3,11.35,6.0
HDQ-86094-507,2019-04-27,32481-61533-ZJ,E-D-1,6,2019,4,27,Fresno,United States,1,1,1,Exc,D,72.9,8.02,6.0
YXO-79631-417,2021-09-25,31587-92570-HL,L-D-0.5,1,2021,9,25,Anaheim,United States,1,0,0,Lib,D,7.77,1.01,0.5
SNF-57032-096,2020-02-13,93832-04799-ID,E-D-0.5,6,2020,2,13,Newport News,United States,0,1,0,Exc,D,43.74,4.81,3.0
DGL-29648-995,2021-07-16,59367-30821-ZQ,L-M-0.2,2,2021,7,16,Spartanburg,United States,0,0,1,Lib,M,8.73,1.13,0.4
